accuracy,loss,val_accuracy,val_loss
0.9892483353614807,0.028513966128230095,0.9975786209106445,0.015006136149168015
0.9983540773391724,0.0053304764442145824,0.9997888207435608,0.0016395335551351309
0.9988986253738403,0.0033100969158113003,0.9926462769508362,0.011285247281193733
0.999076247215271,0.0026343506760895252,0.9995967745780945,0.0018683670787140727
0.9992138743400574,0.0022593033500015736,0.9981567859649658,0.0048881834372878075
0.9993205070495605,0.0018962814938277006,0.9991978406906128,0.0024667014367878437
0.9994080066680908,0.0016432139091193676,0.9998463988304138,0.0009913233807310462
0.9994650483131409,0.0015038151759654284,0.9995690584182739,0.0016301748109981418
0.9995599985122681,0.001270331209525466,0.9985749125480652,0.0033280160278081894
0.9995994567871094,0.0011909992899745703,0.9986687898635864,0.003283475060015917
0.9996495842933655,0.0010863448260352015,0.9996991753578186,0.00138462136965245
0.9996879696846008,0.0009539824677631259,0.9997653365135193,0.0008177273557521403
0.9997210502624512,0.0008772898581810296,0.9999445080757141,0.00032468527206219733
0.9997711777687073,0.000700460106600076,0.9994816184043884,0.0014857955975458026
0.9997866749763489,0.0006843881565146148,0.9999957084655762,5.0851467676693574e-05
0.9998181462287903,0.0005864357808604836,0.9998250603675842,0.0006284916307777166
0.9998250603675842,0.0005773223820142448,0.9999722838401794,0.0001208049216074869
0.999841034412384,0.0005248681409284472,0.9999957084655762,3.098129673162475e-05
0.9998549222946167,0.00047523778630420566,0.9999786615371704,0.0001251333742402494
0.9998490810394287,0.00048431282630190253,0.9999829530715942,0.0001370091049466282
0.9998666644096375,0.0004249106568749994,0.9999296069145203,0.0004180768155492842
0.9998741149902344,0.0003890938824042678,0.9998442530632019,0.0004905489622615278
0.9998874664306641,0.00039877876406535506,0.9999893307685852,9.430861246073619e-05
0.9998831748962402,0.00038028901326470077,0.9999765157699585,0.00013742124428972602
0.9998847842216492,0.0003781593404710293,0.9999871850013733,9.230895375367254e-05
0.9999002814292908,0.0003326777368783951,0.9999679923057556,0.000140068368637003
0.9999066591262817,0.0003434040118008852,0.9999978542327881,3.984553040936589e-05
0.9999077320098877,0.00032711506355553865,0.9999679923057556,0.0001530985755380243
0.9999135732650757,0.0003173696168232709,0.9999231696128845,0.00034306402085348964
0.9999024271965027,0.0003188807750120759,0.9999765157699585,0.0001011900749290362
0.9999200105667114,0.00028147033299319446,0.9999487996101379,0.00018815325165633112
0.9999157190322876,0.00028183648828417063,0.9999530911445618,0.0003559798060450703
0.9999306797981262,0.0002582811575848609,0.9999914765357971,5.0771282985806465e-05
0.9999151825904846,0.0002839673252310604,0.9999829530715942,0.00010070153075503185
0.9999285340309143,0.0002547006297390908,0.999946653842926,0.00019577179045882076
0.9999194741249084,0.00025934373843483627,0.9999914765357971,5.6639444665052e-05
0.9999343752861023,0.00024693275918252766,0.9998741149902344,0.0004351337847765535
0.9999247789382935,0.0002537427353672683,0.999993622303009,3.904418554157019e-05
0.9999322891235352,0.00024028512416407466,0.9999914765357971,7.480153726646677e-05
0.9999312162399292,0.00024294757167808712,0.9999679923057556,0.0001244248414877802
0.9999269247055054,0.00024211879645008594,0.9999359846115112,0.00018043327145278454
0.9999333024024963,0.00023128153407014906,0.9999957084655762,3.5023342206841335e-05
0.9999386668205261,0.00019809839432127774,0.9999978542327881,2.9907876523793675e-05
0.9999381303787231,0.00023777112073730677,0.999889075756073,0.00029914607875980437
0.9999306797981262,0.0002401873207418248,0.9999829530715942,5.832403257954866e-05
0.9999375939369202,0.00024026444589253515,0.9999253153800964,0.0002031424082815647
0.999942421913147,0.0002341762010473758,0.9999978542327881,2.8668675440712832e-05
0.9999354481697083,0.00021776532230433077,0.9999957084655762,5.733427678933367e-05
0.9999263882637024,0.0002337534970138222,0.9999893307685852,3.023914723598864e-05
0.99994295835495,0.00022672372870147228,0.9999658465385437,0.00013946818944532424
