accuracy,loss,val_accuracy,val_loss
0.9922889471054077,0.02515985071659088,0.9993386268615723,0.010211333632469177
0.9973269104957581,0.007492735516279936,0.9985023736953735,0.008003182709217072
0.9984821081161499,0.00450523104518652,0.9989034533500671,0.003874697955325246
0.9989386200904846,0.003310832194983959,0.9966676831245422,0.008811519481241703
0.999182939529419,0.0025753763038665056,0.9996842741966248,0.0010591569589450955
0.999345064163208,0.002157703973352909,0.9996373057365417,0.0011736142914742231
0.9994869232177734,0.0017622620798647404,0.9995520114898682,0.0015789964236319065
0.9995540976524353,0.0015238069463521242,0.9997653365135193,0.0006036343984305859
0.9995989203453064,0.0013849647948518395,0.9994837045669556,0.0018287892453372478
0.9996501207351685,0.0011843459215015173,0.9997653365135193,0.0007717384723946452
0.9996821284294128,0.0011399516370147467,0.9995263814926147,0.0016259902622550726
0.9996682405471802,0.0011041185352951288,0.9997354745864868,0.0009269441943615675
0.9997269511222839,0.0009703199029900134,0.9998080134391785,0.0007346556521952152
0.9997290372848511,0.0009384478908032179,0.9997951984405518,0.0008532569627277553
0.9997365474700928,0.0009289834997616708,0.9998207688331604,0.0006310751195997
0.999732255935669,0.0009710275335237384,0.9997951984405518,0.0007987781427800655
0.999730110168457,0.0009349673055112362,0.9998506903648376,0.0005109966732561588
0.9997525215148926,0.0008315109298564494,0.9998847842216492,0.00034651978057809174
0.999782383441925,0.0007713070372119546,0.9997909069061279,0.0008571725920774043
0.9997727870941162,0.0008064925204962492,0.974156379699707,0.0783381313085556
0.9997599720954895,0.0007975631742738187,0.9998592138290405,0.0004883778747171164
0.9997866749763489,0.0007704230374656618,0.9998378753662109,0.0006260322988964617
0.9997888207435608,0.0007288249908015132,0.9998719692230225,0.00047830978292040527
0.9997856020927429,0.0007255114032886922,0.9998207688331604,0.0007103049429133534
0.9998037219047546,0.0006765274447388947,0.9998975992202759,0.00038228812627494335
0.9997888207435608,0.0007884283550083637,0.9998677372932434,0.0005295914015732706
0.9997813105583191,0.0007728314376436174,0.9998762607574463,0.0004589269810821861
0.9998186826705933,0.0006560299661941826,0.9998847842216492,0.00050302071031183
0.9998026490211487,0.0006848370539955795,0.9998719692230225,0.0004679288831539452
0.9998197555541992,0.0006203941302374005,0.9998762607574463,0.0004529710568021983
0.9998197555541992,0.000620055478066206,0.9999274611473083,0.0002797864726744592
0.9998272061347961,0.0006178043549880385,0.9998975992202759,0.0003572418645489961
0.9998080134391785,0.0006393032963387668,0.9999231696128845,0.00037078149034641683
0.9998186826705933,0.0005842077080160379,0.9999274611473083,0.00020182249136269093
0.999836802482605,0.0005500301485881209,0.9998975992202759,0.0003499260055832565
0.9998176097869873,0.0005384737160056829,0.9999104142189026,0.00028104527154937387
0.9998272061347961,0.0005920195835642517,0.9999231696128845,0.0002125188329955563
0.9998261332511902,0.0005493724020197988,0.9999018907546997,0.0002871396136470139
0.9998389482498169,0.0005051849293522537,0.9998592138290405,0.0006469243671745062
0.999830424785614,0.0005163931637071073,0.9998847842216492,0.00039766449481248856
0.9998389482498169,0.0005039777606725693,0.9998293519020081,0.0007227582391351461
0.9998442530632019,0.0004934699391014874,0.9999061226844788,0.00031942097120918334
0.999843180179596,0.0004834978317376226,0.9999701380729675,0.000213711173273623
0.9998207688331604,0.0004802495241165161,0.9998975992202759,0.0005091148777864873
0.9998559951782227,0.00047171878395602107,0.9999402761459351,0.00022731481294613332
0.9998538494110107,0.0004078554338775575,0.9999616146087646,0.00022130396973807365
0.9998517036437988,0.00048688886454328895,0.9998506903648376,0.0005691914702765644
0.9998709559440613,0.000395497540012002,0.9999104142189026,0.000292712589725852
0.9998688101768494,0.0004255421517882496,0.9998719692230225,0.00032490960438735783
0.9998805522918701,0.00035629296326078475,0.9999616146087646,0.00023324659559875727
